sale_id,order_id,product_id,quantity,unit_price,discount,total_amount
SALE001220,ORD00408,PROD011,1,3935.83,0.24,2991.23
SALE001221,ORD00409,PROD002,3,535.51,0.22,1253.09
SALE001222,ORD00409,PROD004,4,792.74,0.22,2473.35
SALE001223,ORD00409,PROD006,1,3699.92,0.1,3329.93
SALE001224,ORD00409,PROD021,2,4513.72,0.06,8485.79
SALE001225,ORD00410,PROD048,3,911.84,0.12,2407.26
SALE001226,ORD00410,PROD033,1,3417.13,0.06,3212.1
SALE001227,ORD00410,PROD008,1,1910.65,0.19,1547.63
SALE001228,ORD00410,PROD034,3,256.28,0.08,707.33
SALE001229,ORD00410,PROD043,4,1517.85,0.2,4857.12
SALE001230,ORD00411,PROD028,2,379.93,0.03,737.06
SALE001231,ORD00411,PROD014,2,3945.17,0.24,5996.66
SALE001232,ORD00412,PROD027,4,3088.97,0.13,10749.62
SALE001233,ORD00412,PROD017,1,2216.14,0.08,2038.85
SALE001234,ORD00412,PROD038,4,402.72,0.12,1417.57
SALE001235,ORD00412,PROD004,2,792.74,0.24,1204.96
SALE001236,ORD00413,PROD024,3,3313.8,0.21,7853.71
SALE001237,ORD00413,PROD031,1,3700.3,0.16,3108.25
SALE001238,ORD00414,PROD003,2,2466.79,0.06,4637.57
SALE001239,ORD00414,PROD048,4,911.84,0.08,3355.57
SALE001240,ORD00414,PROD043,3,1517.85,0.23,3506.23
SALE001241,ORD00414,PROD004,1,792.74,0.13,689.68
SALE001242,ORD00414,PROD045,2,3884.53,0.21,6137.56
SALE001243,ORD00415,PROD001,1,4229.57,0.23,3256.77
SALE001244,ORD00415,PROD026,2,3201.51,0.07,5954.81
SALE001245,ORD00415,PROD017,2,2216.14,0.23,3412.86
SALE001246,ORD00415,PROD020,3,240.21,0.22,562.09
SALE001247,ORD00416,PROD003,4,2466.79,0.12,8683.1
SALE001248,ORD00416,PROD018,4,1310.62,0.23,4036.71
SALE001249,ORD00416,PROD006,3,3699.92,0.18,9101.8
SALE001250,ORD00416,PROD050,1,3318.5,0.21,2621.62
SALE001251,ORD00417,PROD033,4,3417.13,0.15,11618.24
SALE001252,ORD00417,PROD005,3,1657.15,0.11,4424.59
SALE001253,ORD00417,PROD023,1,3204.15,0.19,2595.36
SALE001254,ORD00418,PROD041,2,3700.67,0.0,7401.34
SALE001255,ORD00418,PROD029,2,2616.12,0.16,4395.08
SALE001256,ORD00419,PROD037,2,406.82,0.06,764.82
SALE001257,ORD00419,PROD006,2,3699.92,0.21,5845.87
SALE001258,ORD00419,PROD008,4,1910.65,0.2,6114.08
SALE001259,ORD00420,PROD029,2,2616.12,0.07,4865.98
SALE001260,ORD00420,PROD031,3,3700.3,0.2,8880.72
SALE001261,ORD00420,PROD048,2,911.84,0.02,1787.21
SALE001262,ORD00421,PROD012,2,4465.82,0.01,8842.32
SALE001263,ORD00421,PROD026,1,3201.51,0.23,2465.16
SALE001264,ORD00421,PROD025,2,4480.83,0.23,6900.48
SALE001265,ORD00422,PROD013,1,4778.91,0.1,4301.02
SALE001266,ORD00422,PROD017,4,2216.14,0.15,7534.88
SALE001267,ORD00422,PROD045,2,3884.53,0.02,7613.68
SALE001268,ORD00422,PROD011,3,3935.83,0.04,11335.19
SALE001269,ORD00423,PROD008,4,1910.65,0.21,6037.65
SALE001270,ORD00423,PROD001,4,4229.57,0.03,16410.73
SALE001271,ORD00423,PROD046,2,3323.78,0.05,6315.18
SALE001272,ORD00423,PROD034,3,256.28,0.07,715.02
SALE001273,ORD00423,PROD028,4,379.93,0.1,1367.75
SALE001274,ORD00424,PROD014,2,3945.17,0.1,7101.31
SALE001275,ORD00424,PROD039,4,109.94,0.2,351.81
SALE001276,ORD00424,PROD019,1,4212.31,0.07,3917.45
SALE001277,ORD00424,PROD047,3,966.72,0.06,2726.15
SALE001278,ORD00425,PROD016,4,3456.27,0.02,13548.58
SALE001279,ORD00425,PROD024,4,3313.8,0.03,12857.54
SALE001280,ORD00425,PROD038,3,402.72,0.24,918.2
SALE001281,ORD00425,PROD044,4,1781.03,0.17,5913.02
SALE001282,ORD00426,PROD046,3,3323.78,0.02,9771.91
SALE001283,ORD00426,PROD028,1,379.93,0.01,376.13
SALE001284,ORD00426,PROD048,2,911.84,0.12,1604.84
SALE001285,ORD00426,PROD039,3,109.94,0.25,247.36
SALE001286,ORD00427,PROD046,4,3323.78,0.08,12231.51
SALE001287,ORD00427,PROD048,4,911.84,0.17,3027.31
SALE001288,ORD00427,PROD003,2,2466.79,0.24,3749.52
SALE001289,ORD00427,PROD001,1,4229.57,0.15,3595.13
SALE001290,ORD00427,PROD017,3,2216.14,0.04,6382.48
SALE001291,ORD00428,PROD022,3,2334.31,0.18,5742.4
SALE001292,ORD00428,PROD030,4,793.34,0.04,3046.43
SALE001293,ORD00428,PROD009,1,2002.66,0.08,1842.45
SALE001294,ORD00428,PROD006,2,3699.92,0.12,6511.86
SALE001295,ORD00429,PROD048,3,911.84,0.23,2106.35
SALE001296,ORD00429,PROD024,3,3313.8,0.15,8450.19
SALE001297,ORD00429,PROD028,3,379.93,0.13,991.62
SALE001298,ORD00430,PROD011,2,3935.83,0.14,6769.63
SALE001299,ORD00430,PROD021,4,4513.72,0.01,17874.33
SALE001300,ORD00430,PROD048,2,911.84,0.01,1805.44
SALE001301,ORD00430,PROD032,2,2585.5,0.01,5119.29
SALE001302,ORD00431,PROD011,4,3935.83,0.03,15271.02
SALE001303,ORD00431,PROD046,4,3323.78,0.01,13162.17
SALE001304,ORD00431,PROD030,3,793.34,0.25,1785.02
SALE001305,ORD00432,PROD032,1,2585.5,0.09,2352.81
SALE001306,ORD00432,PROD030,2,793.34,0.22,1237.61
SALE001307,ORD00432,PROD008,2,1910.65,0.21,3018.83
SALE001308,ORD00432,PROD047,3,966.72,0.14,2494.14
SALE001309,ORD00432,PROD010,2,2324.26,0.15,3951.24
SALE001310,ORD00433,PROD034,2,256.28,0.1,461.3
SALE001311,ORD00434,PROD016,4,3456.27,0.17,11474.82
SALE001312,ORD00435,PROD002,1,535.51,0.1,481.96
SALE001313,ORD00435,PROD019,1,4212.31,0.21,3327.72
SALE001314,ORD00435,PROD044,2,1781.03,0.01,3526.44
SALE001315,ORD00436,PROD046,3,3323.78,0.15,8475.64
SALE001316,ORD00436,PROD043,1,1517.85,0.08,1396.42
SALE001317,ORD00436,PROD031,1,3700.3,0.16,3108.25
SALE001318,ORD00436,PROD030,4,793.34,0.08,2919.49
SALE001319,ORD00437,PROD009,3,2002.66,0.2,4806.38
SALE001320,ORD00437,PROD014,1,3945.17,0.14,3392.85
SALE001321,ORD00437,PROD004,4,792.74,0.02,3107.54
SALE001322,ORD00437,PROD042,3,1798.59,0.04,5179.94
SALE001323,ORD00437,PROD019,4,4212.31,0.02,16512.26
SALE001324,ORD00438,PROD011,4,3935.83,0.07,14641.29
SALE001325,ORD00438,PROD025,2,4480.83,0.03,8692.81
SALE001326,ORD00439,PROD028,2,379.93,0.09,691.47
SALE001327,ORD00439,PROD048,1,911.84,0.21,720.35
SALE001328,ORD00439,PROD020,2,240.21,0.0,480.42
SALE001329,ORD00439,PROD044,4,1781.03,0.12,6269.23
SALE001330,ORD00440,PROD039,2,109.94,0.11,195.69
SALE001331,ORD00440,PROD028,4,379.93,0.02,1489.33
SALE001332,ORD00440,PROD006,3,3699.92,0.24,8435.82
SALE001333,ORD00440,PROD049,2,537.06,0.16,902.26
SALE001334,ORD00440,PROD024,2,3313.8,0.23,5103.25
SALE001335,ORD00441,PROD041,4,3700.67,0.11,13174.39
SALE001336,ORD00441,PROD042,4,1798.59,0.08,6618.81
SALE001337,ORD00441,PROD034,2,256.28,0.17,425.42
SALE001338,ORD00441,PROD006,3,3699.92,0.21,8768.81
SALE001339,ORD00441,PROD019,4,4212.31,0.07,15669.79
SALE001340,ORD00442,PROD036,1,3595.8,0.23,2768.77
SALE001341,ORD00443,PROD007,3,2406.29,0.09,6569.17
SALE001342,ORD00443,PROD033,1,3417.13,0.19,2767.88
SALE001343,ORD00443,PROD028,1,379.93,0.03,368.53
SALE001344,ORD00443,PROD027,4,3088.97,0.04,11861.64
SALE001345,ORD00443,PROD030,2,793.34,0.21,1253.48
SALE001346,ORD00444,PROD006,4,3699.92,0.22,11543.75
SALE001347,ORD00445,PROD021,4,4513.72,0.19,14624.45
SALE001348,ORD00445,PROD038,4,402.72,0.16,1353.14
SALE001349,ORD00445,PROD047,3,966.72,0.09,2639.15
SALE001350,ORD00446,PROD014,1,3945.17,0.19,3195.59
SALE001351,ORD00446,PROD012,3,4465.82,0.22,10450.02
SALE001352,ORD00447,PROD028,1,379.93,0.0,379.93
SALE001353,ORD00448,PROD001,2,4229.57,0.16,7105.68
SALE001354,ORD00449,PROD045,4,3884.53,0.08,14295.07
SALE001355,ORD00449,PROD026,3,3201.51,0.17,7971.76
SALE001356,ORD00449,PROD043,4,1517.85,0.2,4857.12
SALE001357,ORD00449,PROD048,1,911.84,0.03,884.48
SALE001358,ORD00450,PROD013,1,4778.91,0.2,3823.13
SALE001359,ORD00451,PROD002,4,535.51,0.16,1799.31
SALE001360,ORD00451,PROD014,2,3945.17,0.11,7022.4
SALE001361,ORD00452,PROD013,2,4778.91,0.12,8410.88
SALE001362,ORD00452,PROD006,1,3699.92,0.03,3588.92
SALE001363,ORD00452,PROD020,2,240.21,0.18,393.94
SALE001364,ORD00452,PROD050,4,3318.5,0.24,10088.24
SALE001365,ORD00452,PROD030,4,793.34,0.0,3173.36
SALE001366,ORD00453,PROD038,4,402.72,0.01,1594.77
SALE001367,ORD00453,PROD016,1,3456.27,0.03,3352.58
SALE001368,ORD00453,PROD013,4,4778.91,0.24,14527.89
SALE001369,ORD00453,PROD019,4,4212.31,0.18,13816.38
SALE001370,ORD00454,PROD047,4,966.72,0.12,3402.85
SALE001371,ORD00454,PROD036,4,3595.8,0.06,13520.21
SALE001372,ORD00454,PROD019,1,4212.31,0.13,3664.71
SALE001373,ORD00454,PROD003,4,2466.79,0.14,8485.76
SALE001374,ORD00454,PROD032,1,2585.5,0.07,2404.52
SALE001375,ORD00455,PROD031,3,3700.3,0.11,9879.8
SALE001376,ORD00455,PROD008,4,1910.65,0.01,7566.17
SALE001377,ORD00455,PROD032,3,2585.5,0.18,6360.33
SALE001378,ORD00455,PROD040,4,4784.68,0.09,17416.24
SALE001379,ORD00456,PROD033,3,3417.13,0.23,7893.57
SALE001380,ORD00456,PROD015,4,1611.26,0.03,6251.69
SALE001381,ORD00457,PROD047,4,966.72,0.21,3054.84
SALE001382,ORD00457,PROD046,3,3323.78,0.2,7977.07
SALE001383,ORD00457,PROD025,2,4480.83,0.16,7527.79
SALE001384,ORD00458,PROD045,4,3884.53,0.03,15071.98
SALE001385,ORD00458,PROD048,2,911.84,0.04,1750.73
SALE001386,ORD00458,PROD006,4,3699.92,0.03,14355.69
SALE001387,ORD00459,PROD032,1,2585.5,0.25,1939.12
SALE001388,ORD00459,PROD020,3,240.21,0.22,562.09
SALE001389,ORD00459,PROD016,3,3456.27,0.17,8606.11
SALE001390,ORD00459,PROD014,2,3945.17,0.21,6233.37
SALE001391,ORD00460,PROD003,2,2466.79,0.03,4785.57
SALE001392,ORD00460,PROD005,2,1657.15,0.12,2916.58
SALE001393,ORD00460,PROD022,3,2334.31,0.2,5602.34
SALE001394,ORD00460,PROD028,1,379.93,0.19,307.74
SALE001395,ORD00460,PROD008,3,1910.65,0.22,4470.92
SALE001396,ORD00461,PROD039,4,109.94,0.2,351.81
SALE001397,ORD00461,PROD043,1,1517.85,0.24,1153.57
SALE001398,ORD00461,PROD007,1,2406.29,0.21,1900.97
SALE001399,ORD00461,PROD046,1,3323.78,0.13,2891.69
SALE001400,ORD00461,PROD004,2,792.74,0.16,1331.8
SALE001401,ORD00462,PROD024,3,3313.8,0.18,8151.95
SALE001402,ORD00462,PROD011,4,3935.83,0.18,12909.52
SALE001403,ORD00463,PROD010,3,2324.26,0.08,6414.96
SALE001404,ORD00464,PROD008,4,1910.65,0.24,5808.38
SALE001405,ORD00464,PROD013,1,4778.91,0.06,4492.18
SALE001406,ORD00465,PROD022,1,2334.31,0.07,2170.91
SALE001407,ORD00465,PROD019,4,4212.31,0.09,15332.81
SALE001408,ORD00465,PROD033,2,3417.13,0.04,6560.89
SALE001409,ORD00465,PROD011,4,3935.83,0.2,12594.66
SALE001410,ORD00466,PROD028,4,379.93,0.22,1185.38
SALE001411,ORD00466,PROD027,3,3088.97,0.24,7042.85
SALE001412,ORD00467,PROD010,1,2324.26,0.02,2277.77
SALE001413,ORD00467,PROD050,3,3318.5,0.1,8959.95
SALE001414,ORD00467,PROD001,2,4229.57,0.11,7528.63
SALE001415,ORD00467,PROD046,4,3323.78,0.19,10769.05
SALE001416,ORD00468,PROD037,3,406.82,0.1,1098.41
SALE001417,ORD00468,PROD004,3,792.74,0.18,1950.14
SALE001418,ORD00469,PROD023,2,3204.15,0.18,5254.81
SALE001419,ORD00469,PROD001,4,4229.57,0.16,14211.36
SALE001420,ORD00469,PROD018,4,1310.62,0.17,4351.26
SALE001421,ORD00470,PROD050,1,3318.5,0.13,2887.1
SALE001422,ORD00470,PROD013,4,4778.91,0.18,15674.82
SALE001423,ORD00470,PROD020,2,240.21,0.13,417.97
SALE001424,ORD00470,PROD006,3,3699.92,0.05,10544.77
SALE001425,ORD00471,PROD036,2,3595.8,0.01,7119.68
SALE001426,ORD00471,PROD020,3,240.21,0.06,677.39
SALE001427,ORD00471,PROD034,3,256.28,0.18,630.45
SALE001428,ORD00471,PROD022,1,2334.31,0.18,1914.13
SALE001429,ORD00471,PROD049,3,537.06,0.06,1514.51
SALE001430,ORD00472,PROD023,1,3204.15,0.11,2851.69
SALE001431,ORD00472,PROD008,1,1910.65,0.11,1700.48
SALE001432,ORD00472,PROD004,2,792.74,0.2,1268.38
SALE001433,ORD00472,PROD049,2,537.06,0.09,977.45
SALE001434,ORD00472,PROD042,3,1798.59,0.17,4478.49
SALE001435,ORD00473,PROD044,2,1781.03,0.03,3455.2
SALE001436,ORD00473,PROD009,2,2002.66,0.21,3164.2
SALE001437,ORD00473,PROD046,3,3323.78,0.11,8874.49
SALE001438,ORD00473,PROD025,2,4480.83,0.18,7348.56
SALE001439,ORD00473,PROD034,4,256.28,0.02,1004.62
SALE001440,ORD00474,PROD028,2,379.93,0.12,668.68
SALE001441,ORD00475,PROD005,4,1657.15,0.15,5634.31
SALE001442,ORD00475,PROD024,4,3313.8,0.22,10339.06
SALE001443,ORD00475,PROD044,4,1781.03,0.16,5984.26
SALE001444,ORD00475,PROD034,4,256.28,0.17,850.85
SALE001445,ORD00476,PROD047,2,966.72,0.12,1701.43
SALE001446,ORD00476,PROD027,4,3088.97,0.03,11985.2
SALE001447,ORD00476,PROD011,1,3935.83,0.17,3266.74
SALE001448,ORD00476,PROD010,4,2324.26,0.12,8181.4
SALE001449,ORD00477,PROD036,1,3595.8,0.15,3056.43
SALE001450,ORD00477,PROD024,4,3313.8,0.03,12857.54
SALE001451,ORD00478,PROD037,2,406.82,0.03,789.23
SALE001452,ORD00478,PROD019,3,4212.31,0.25,9477.7
SALE001453,ORD00478,PROD003,3,2466.79,0.07,6882.34
SALE001454,ORD00479,PROD010,2,2324.26,0.2,3718.82
SALE001455,ORD00480,PROD004,2,792.74,0.2,1268.38
SALE001456,ORD00480,PROD020,4,240.21,0.0,960.84
SALE001457,ORD00480,PROD019,3,4212.31,0.02,12384.19
SALE001458,ORD00480,PROD014,1,3945.17,0.1,3550.65
SALE001459,ORD00481,PROD020,4,240.21,0.21,759.06
SALE001460,ORD00481,PROD037,2,406.82,0.19,659.05
SALE001461,ORD00481,PROD029,4,2616.12,0.19,8476.23
SALE001462,ORD00481,PROD022,4,2334.31,0.04,8963.75
SALE001463,ORD00481,PROD025,3,4480.83,0.02,13173.64
SALE001464,ORD00482,PROD043,4,1517.85,0.08,5585.69
SALE001465,ORD00482,PROD040,1,4784.68,0.24,3636.36
SALE001466,ORD00482,PROD027,4,3088.97,0.18,10131.82
SALE001467,ORD00482,PROD025,1,4480.83,0.22,3495.05
SALE001468,ORD00482,PROD015,1,1611.26,0.14,1385.68
SALE001469,ORD00483,PROD036,1,3595.8,0.05,3416.01
SALE001470,ORD00483,PROD042,1,1798.59,0.24,1366.93
SALE001471,ORD00483,PROD008,2,1910.65,0.19,3095.25
SALE001472,ORD00484,PROD002,1,535.51,0.07,498.02
SALE001473,ORD00484,PROD008,2,1910.65,0.06,3592.02
SALE001474,ORD00484,PROD043,4,1517.85,0.02,5949.97
SALE001475,ORD00484,PROD035,3,469.72,0.1,1268.24
SALE001476,ORD00484,PROD012,1,4465.82,0.12,3929.92
SALE001477,ORD00485,PROD022,4,2334.31,0.05,8870.38
SALE001478,ORD00486,PROD034,3,256.28,0.1,691.96
SALE001479,ORD00487,PROD008,1,1910.65,0.14,1643.16
SALE001480,ORD00488,PROD010,1,2324.26,0.04,2231.29
SALE001481,ORD00488,PROD012,4,4465.82,0.17,14826.52
SALE001482,ORD00488,PROD017,1,2216.14,0.15,1883.72
SALE001483,ORD00489,PROD012,1,4465.82,0.07,4153.21
SALE001484,ORD00489,PROD002,1,535.51,0.08,492.67
SALE001485,ORD00489,PROD046,4,3323.78,0.22,10370.19
SALE001486,ORD00490,PROD025,2,4480.83,0.06,8423.96
SALE001487,ORD00490,PROD008,2,1910.65,0.12,3362.74
SALE001488,ORD00490,PROD004,4,792.74,0.24,2409.93
SALE001489,ORD00491,PROD004,4,792.74,0.02,3107.54
SALE001490,ORD00491,PROD021,1,4513.72,0.1,4062.35
SALE001491,ORD00491,PROD030,2,793.34,0.23,1221.74
SALE001492,ORD00492,PROD018,1,1310.62,0.06,1231.98
SALE001493,ORD00493,PROD042,4,1798.59,0.02,7050.47
SALE001494,ORD00493,PROD009,2,2002.66,0.2,3204.26
SALE001495,ORD00493,PROD020,2,240.21,0.09,437.18
SALE001496,ORD00493,PROD037,2,406.82,0.2,650.91
SALE001497,ORD00493,PROD027,4,3088.97,0.24,9390.47
SALE001498,ORD00494,PROD029,3,2616.12,0.16,6592.62
SALE001499,ORD00494,PROD003,2,2466.79,0.0,4933.58
SALE001500,ORD00494,PROD001,4,4229.57,0.07,15734.0
SALE001501,ORD00494,PROD030,3,793.34,0.21,1880.22
SALE001502,ORD00494,PROD040,4,4784.68,0.25,14354.04
SALE001503,ORD00495,PROD038,3,402.72,0.01,1196.08
SALE001504,ORD00495,PROD033,1,3417.13,0.08,3143.76
SALE001505,ORD00496,PROD045,3,3884.53,0.22,9089.8
SALE001506,ORD00496,PROD008,2,1910.65,0.15,3248.1
SALE001507,ORD00496,PROD009,3,2002.66,0.22,4686.22
SALE001508,ORD00496,PROD047,3,966.72,0.16,2436.13
SALE001509,ORD00497,PROD018,3,1310.62,0.05,3735.27
SALE001510,ORD00497,PROD016,3,3456.27,0.0,10368.81
SALE001511,ORD00497,PROD043,2,1517.85,0.16,2549.99
SALE001512,ORD00497,PROD021,1,4513.72,0.15,3836.66
SALE001513,ORD00498,PROD001,2,4229.57,0.1,7613.23
SALE001514,ORD00499,PROD049,1,537.06,0.13,467.24
SALE001515,ORD00499,PROD026,4,3201.51,0.17,10629.01
SALE001516,ORD00499,PROD035,3,469.72,0.24,1070.96
SALE001517,ORD00499,PROD006,4,3699.92,0.21,11691.75
SALE001518,ORD00500,PROD025,1,4480.83,0.03,4346.41
SALE001519,ORD00500,PROD012,3,4465.82,0.23,10316.04
SALE001520,ORD00500,PROD050,4,3318.5,0.0,13274.0
SALE001521,ORD00501,PROD049,3,537.06,0.17,1337.28
SALE001522,ORD00502,PROD013,3,4778.91,0.2,11469.38
SALE001523,ORD00502,PROD006,2,3699.92,0.06,6955.85
SALE001524,ORD00502,PROD040,4,4784.68,0.24,14545.43
SALE001525,ORD00503,PROD018,4,1310.62,0.23,4036.71
SALE001526,ORD00504,PROD014,1,3945.17,0.22,3077.23
SALE001527,ORD00504,PROD001,4,4229.57,0.04,16241.55
SALE001528,ORD00504,PROD013,2,4778.91,0.16,8028.57
SALE001529,ORD00504,PROD041,2,3700.67,0.02,7253.31
SALE001530,ORD00504,PROD026,2,3201.51,0.19,5186.45
SALE001531,ORD00505,PROD017,2,2216.14,0.22,3457.18
SALE001532,ORD00505,PROD037,3,406.82,0.05,1159.44
SALE001533,ORD00506,PROD045,3,3884.53,0.17,9672.48
SALE001534,ORD00507,PROD001,1,4229.57,0.21,3341.36
SALE001535,ORD00507,PROD028,3,379.93,0.11,1014.41
SALE001536,ORD00507,PROD042,4,1798.59,0.07,6690.75
SALE001537,ORD00507,PROD044,4,1781.03,0.12,6269.23
SALE001538,ORD00508,PROD049,3,537.06,0.23,1240.61
SALE001539,ORD00508,PROD003,4,2466.79,0.08,9077.79
SALE001540,ORD00508,PROD047,4,966.72,0.05,3673.54
SALE001541,ORD00508,PROD015,1,1611.26,0.22,1256.78
SALE001542,ORD00508,PROD004,1,792.74,0.25,594.56
SALE001543,ORD00509,PROD045,1,3884.53,0.23,2991.09
SALE001544,ORD00509,PROD028,2,379.93,0.04,729.47
SALE001545,ORD00510,PROD005,1,1657.15,0.12,1458.29
SALE001546,ORD00510,PROD041,1,3700.67,0.15,3145.57
SALE001547,ORD00510,PROD007,3,2406.29,0.21,5702.91
SALE001548,ORD00511,PROD007,2,2406.29,0.24,3657.56
SALE001549,ORD00511,PROD031,1,3700.3,0.21,2923.24
SALE001550,ORD00512,PROD016,4,3456.27,0.19,11198.31
SALE001551,ORD00512,PROD005,4,1657.15,0.14,5700.6
SALE001552,ORD00512,PROD050,1,3318.5,0.24,2522.06
SALE001553,ORD00512,PROD039,1,109.94,0.09,100.05
SALE001554,ORD00512,PROD040,1,4784.68,0.2,3827.74
SALE001555,ORD00513,PROD029,1,2616.12,0.08,2406.83
SALE001556,ORD00514,PROD005,1,1657.15,0.07,1541.15
SALE001557,ORD00514,PROD007,4,2406.29,0.1,8662.64
SALE001558,ORD00514,PROD044,4,1781.03,0.06,6696.67
SALE001559,ORD00514,PROD004,1,792.74,0.11,705.54
SALE001560,ORD00515,PROD028,1,379.93,0.11,338.14
SALE001561,ORD00515,PROD040,3,4784.68,0.15,12200.93
SALE001562,ORD00515,PROD007,1,2406.29,0.03,2334.1
SALE001563,ORD00515,PROD022,1,2334.31,0.15,1984.16
SALE001564,ORD00516,PROD037,3,406.82,0.09,1110.62
SALE001565,ORD00516,PROD009,4,2002.66,0.18,6568.72
SALE001566,ORD00517,PROD012,1,4465.82,0.03,4331.85
SALE001567,ORD00517,PROD016,4,3456.27,0.13,12027.82
SALE001568,ORD00517,PROD009,3,2002.66,0.08,5527.34
SALE001569,ORD00517,PROD003,2,2466.79,0.04,4736.24
SALE001570,ORD00518,PROD039,3,109.94,0.24,250.66
SALE001571,ORD00518,PROD022,2,2334.31,0.01,4621.93
SALE001572,ORD00518,PROD019,1,4212.31,0.11,3748.96
SALE001573,ORD00519,PROD013,2,4778.91,0.2,7646.26
SALE001574,ORD00519,PROD041,3,3700.67,0.05,10546.91
SALE001575,ORD00520,PROD045,3,3884.53,0.15,9905.55
SALE001576,ORD00520,PROD030,4,793.34,0.08,2919.49
SALE001577,ORD00520,PROD039,1,109.94,0.11,97.85
SALE001578,ORD00520,PROD022,1,2334.31,0.12,2054.19
SALE001579,ORD00521,PROD041,2,3700.67,0.17,6143.11
SALE001580,ORD00522,PROD040,3,4784.68,0.2,11483.23
SALE001581,ORD00522,PROD014,4,3945.17,0.05,14991.65
SALE001582,ORD00522,PROD016,2,3456.27,0.21,5460.91
SALE001583,ORD00522,PROD031,1,3700.3,0.09,3367.27
SALE001584,ORD00523,PROD023,1,3204.15,0.14,2755.57
SALE001585,ORD00524,PROD019,2,4212.31,0.16,7076.68
SALE001586,ORD00524,PROD029,3,2616.12,0.01,7769.88
SALE001587,ORD00525,PROD013,2,4778.91,0.07,8888.77
SALE001588,ORD00526,PROD017,2,2216.14,0.08,4077.7
SALE001589,ORD00526,PROD047,2,966.72,0.04,1856.1
SALE001590,ORD00527,PROD012,3,4465.82,0.23,10316.04
SALE001591,ORD00528,PROD044,2,1781.03,0.09,3241.47
SALE001592,ORD00529,PROD022,2,2334.31,0.08,4295.13
SALE001593,ORD00530,PROD024,2,3313.8,0.24,5036.98
SALE001594,ORD00530,PROD043,4,1517.85,0.22,4735.69
SALE001595,ORD00531,PROD008,2,1910.65,0.22,2980.61
SALE001596,ORD00532,PROD013,4,4778.91,0.17,15865.98
SALE001597,ORD00532,PROD035,3,469.72,0.15,1197.79
SALE001598,ORD00533,PROD003,2,2466.79,0.21,3897.53
SALE001599,ORD00533,PROD049,3,537.06,0.2,1288.94
SALE001600,ORD00534,PROD016,3,3456.27,0.22,8087.67
SALE001601,ORD00534,PROD004,4,792.74,0.05,3012.41
SALE001602,ORD00534,PROD041,1,3700.67,0.2,2960.54
SALE001603,ORD00535,PROD005,3,1657.15,0.12,4374.88
SALE001604,ORD00535,PROD011,4,3935.83,0.04,15113.59
SALE001605,ORD00535,PROD033,3,3417.13,0.13,8918.71
SALE001606,ORD00535,PROD025,4,4480.83,0.18,14697.12
SALE001607,ORD00535,PROD049,4,537.06,0.12,1890.45
SALE001608,ORD00536,PROD026,2,3201.51,0.05,6082.87
SALE001609,ORD00536,PROD041,2,3700.67,0.11,6587.19
SALE001610,ORD00536,PROD038,2,402.72,0.1,724.9
SALE001611,ORD00536,PROD042,3,1798.59,0.11,4802.24
SALE001612,ORD00536,PROD003,4,2466.79,0.14,8485.76
SALE001613,ORD00537,PROD017,2,2216.14,0.19,3590.15
SALE001614,ORD00537,PROD036,3,3595.8,0.11,9600.79
SALE001615,ORD00537,PROD006,3,3699.92,0.06,10433.77
SALE001616,ORD00538,PROD030,3,793.34,0.11,2118.22
SALE001617,ORD00539,PROD028,3,379.93,0.07,1060.0
SALE001618,ORD00539,PROD027,1,3088.97,0.04,2965.41
SALE001619,ORD00539,PROD024,2,3313.8,0.07,6163.67
SALE001620,ORD00539,PROD032,1,2585.5,0.09,2352.81
SALE001621,ORD00540,PROD019,1,4212.31,0.2,3369.85
SALE001622,ORD00541,PROD007,1,2406.29,0.09,2189.72
SALE001623,ORD00541,PROD008,2,1910.65,0.08,3515.6
SALE001624,ORD00542,PROD017,3,2216.14,0.05,6316.0
SALE001625,ORD00542,PROD020,2,240.21,0.25,360.32
SALE001626,ORD00542,PROD048,3,911.84,0.0,2735.52
SALE001627,ORD00543,PROD019,4,4212.31,0.21,13310.9
SALE001628,ORD00543,PROD023,1,3204.15,0.12,2819.65
SALE001629,ORD00543,PROD026,2,3201.51,0.22,4994.36
SALE001630,ORD00544,PROD015,2,1611.26,0.12,2835.82
SALE001631,ORD00544,PROD047,4,966.72,0.18,3170.84
SALE001632,ORD00545,PROD022,4,2334.31,0.19,7563.16
SALE001633,ORD00545,PROD006,4,3699.92,0.05,14059.7
SALE001634,ORD00545,PROD021,4,4513.72,0.21,14263.36
SALE001635,ORD00545,PROD013,1,4778.91,0.09,4348.81
SALE001636,ORD00546,PROD009,3,2002.66,0.08,5527.34
SALE001637,ORD00546,PROD020,4,240.21,0.11,855.15
SALE001638,ORD00546,PROD048,4,911.84,0.19,2954.36
SALE001639,ORD00546,PROD001,3,4229.57,0.08,11673.61
SALE001640,ORD00546,PROD032,1,2585.5,0.14,2223.53
SALE001641,ORD00547,PROD009,2,2002.66,0.24,3044.04
SALE001642,ORD00548,PROD037,4,406.82,0.25,1220.46
SALE001643,ORD00548,PROD041,2,3700.67,0.24,5625.02
SALE001644,ORD00548,PROD039,1,109.94,0.13,95.65
SALE001645,ORD00549,PROD031,3,3700.3,0.14,9546.77
SALE001646,ORD00549,PROD007,4,2406.29,0.16,8085.13
SALE001647,ORD00550,PROD006,2,3699.92,0.01,7325.84
